expression,mot_clef,literal_keyword_category,label_principal,labels_secondaires,label_main,label_final,labels,alimentation,apparence,autre,capacité,cognition,comportement,désir,langage,morale,problème,quantité_valeur,social,temps_espace,émotion,état_physique
ça ne vaut pas un pet de lapin,lapin,animal,valeur insignifiante,inutilité; mépris,valeur insignifiante,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
courir comme un lapin,lapin,animal,vitesse,fuite; rapidité,vitesse,temps_espace,"['comportement', 'temps_espace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
poser un lapin à quelqu’un,lapin,animal,absence injustifiée,rendez-vous manqué; désinvolture,absence injustifiée,absence injustifiée,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trouver le lièvre au gîte,lièvre,animal,découverte,recherche; solution,découverte,découverte,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un chaud lapin,lapin,animal,séduction,sexualité; énergie,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire le lézard,lézard,animal,oisiveté,soleil; détente,oisiveté,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
avoir mangé du lion,lion,animal,énergie,courage; agressivité,énergie,énergie,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
à pas de loup,loup,animal,discrétion,silence; prudence,discrétion,discrétion,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
avoir vu le loup,loup,animal,expérience sexuelle,maturité; initiation,expérience sexuelle,expérience sexuelle,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être connu comme le loup blanc,loup,animal,notoriété,célébrité; visibilité,notoriété,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
être un jeune loup,loup,animal,ambition,carriérisme; agressivité,ambition,désir,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hurler avec les loups,loups,animal,conformisme,opportunisme; adaptation,conformisme,conformisme,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettre le loup dans la bergerie,loup,animal,danger,trahison; imprudence,danger,problème,"['autre', 'morale', 'problème']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
se jeter dans la gueule du loup,loup,animal,danger imprudence; risque,désigne le fait de se précipiter dans une situation dangereuse,danger imprudence; risque,danger imprudence; risque,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un froid de loup,loup,animal,froid intense,hiver; intempérie,froid intense,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
une faim de loup,loup,animal,faim intense,appétit; voracité,faim intense,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
des pattes de mouches,mouches,animal,écriture illisible,maladresse; graphie,écriture illisible,écriture illisible,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
écraser une mouche avec un marteau,mouche,animal,disproportion,exagération; excès,disproportion,disproportion,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
être une fine mouche,mouche,animal,ruse,intelligence; finesse,ruse,ruse,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
faire d’une mouche un éléphant,mouche,animal,exagération,dramatisation; amplification,exagération,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
faire la mouche du coche,mouche,animal,agitation inutile,importunité; prétention,agitation inutile,agitation inutile,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire querelle sur un pied de mouche,mouche,animal,chicane,dispute; détail,chicane,chicane,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mourir comme des mouches,mouches,animal,mortalité massive,disparition; épidémie,mortalité massive,mortalité massive,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ne pas entendre une mouche voler,mouche,animal,silence,calme; immobilité,silence,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ne pas faire de mal à une mouche,mouche,animal,gentillesse,innocuité; douceur,gentillesse,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
prendre la mouche,mouche,animal,susceptibilité,colère; irritation,susceptibilité,susceptibilité,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
quelle mouche l’a piqué ?,mouche,animal,comportement étrange,colère; changement,comportement étrange,comportement étrange,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tomber comme des mouches,mouches,animal,chute massive,épuisement; mortalité,chute massive,chute massive,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
bouc émissaire,bouc,animal,responsabilité injuste,accusation; sacrifice,responsabilité injuste,responsabilité injuste,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brebis galeuse,brebis,animal,mauvaise influence,marginalité; déviance,mauvaise influence,mauvaise influence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
comme des moutons de Panurge,moutons,animal,conformisme,imitation; absence d’esprit critique,conformisme,conformisme,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
être un mouton,mouton,animal,conformisme,docilité; imitation,conformisme,conformisme,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
doux comme un mouton,mouton,animal,douceur,docilité; calme,douceur,douceur,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
doux comme un agneau,agneau,animal,innocence,docilité; douceur,innocence,innocence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire devenir chèvre,chèvre,animal,agacement,énervement; exaspération,agacement,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ménager la chèvre et le chou,chèvre,animal,compromis,diplomatie; équilibre,compromis,compromis,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
revenir à ses moutons,moutons,animal,retour au sujet,conversation; recentrage,retour au sujet,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
se laisser manger la laine sur le dos,mouton,animal,exploitation,passivité; naïveté,exploitation,exploitation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un mouton à cinq pattes,mouton,animal,rareté,exception; singularité,rareté,rareté,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
manger comme un moineau,moineau,animal,petit appétit,frugalité; alimentation,petit appétit,alimentation,"['alimentation', 'autre']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tirer sa poudre aux moineaux,moineaux,animal,gaspillage,inutilité; effort vain,gaspillage,gaspillage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une cervelle de moineau,moineau,animal,stupidité,étourderie; légèreté,stupidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
une tête de linotte,linotte,animal,étourderie,oubli; distraction,étourderie,étourderie,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir un appétit d’oiseau,oiseau,animal,petit appétit,frugalité; alimentation,petit appétit,alimentation,"['alimentation', 'autre']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
des noms d’oiseaux,oiseaux,animal,insultes,injures; agressivité,insultes,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
l’oiseau s’est envolé,oiseau,animal,fuite,disparition; évasion,fuite,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
un oiseau de mauvais augure,oiseau,animal,mauvais présage,pessimisme; malchance,mauvais présage,mauvais présage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un oiseau de nuit,oiseau,animal,vie nocturne,sortie; habitude,vie nocturne,temps_espace,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
un oiseau rare,oiseau,animal,rareté,exception; valeur,rareté,rareté,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
une cervelle d’oiseau,oiseau,animal,étourderie,légèreté; distraction,étourderie,étourderie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vivre comme l’oiseau sur la branche,oiseau,animal,précarité,insouciance; instabilité,précarité,précarité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
à tire-d’aile,ailes,champ lexical de l’oiseau,rapidité,déplacement; vitesse,rapidité,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
avoir du plomb dans l’aile,aile,champ lexical de l’oiseau,affaiblissement,difficulté; déclin,affaiblissement,affaiblissement,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
avoir un coup dans l’aile,aile,champ lexical de l’oiseau,affaiblissement,blessure; difficulté,affaiblissement,affaiblissement,"['autre', 'problème', 'état_physique']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
avoir un fil à la patte,patte,champ lexical de l’oiseau,attache,contrainte; relation,attache,attache,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
battre de l’aile,aile,champ lexical de l’oiseau,déclin,affaiblissement; difficulté,déclin,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
clore le bec à quelqu’un,bec,champ lexical de l’oiseau,faire taire,autorité; réplique,faire taire,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
défendre bec et ongles,bec,champ lexical de l’oiseau,défense acharnée,résistance; agressivité,défense acharnée,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
faire la roue,roue,champ lexical de l’oiseau,parade,orgueil; séduction,parade,parade,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
laisser quelqu’un le bec dans l’eau,bec,champ lexical de l’oiseau,frustration,déception; attente,frustration,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
perdre des plumes,plumes,champ lexical de l’oiseau,perte,affaiblissement; argent,perte,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
rabattre le caquet à quelqu’un,caquet,champ lexical de l’oiseau,humiliation,silence; domination,humiliation,humiliation,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ronger les ailes à quelqu’un,ailes,champ lexical de l’oiseau,limitation,entrave; contrôle,limitation,limitation,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
roupie de sansonnet,sansonnet,champ lexical de l’oiseau,chose sans valeur,insignifiance; mépris,chose sans valeur,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
se brûler les ailes,ailes,champ lexical de l’oiseau,échec,ambition; risque,échec,problème,"['désir', 'problème']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
se dresser sur les ergots,ergots,champ lexical de l’oiseau,colère,défense; agressivité,colère,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tordre le cou à quelqu’un,cou,champ lexical de l’oiseau,élimination,violence; suppression,élimination,élimination,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une prise de bec,bec,champ lexical de l’oiseau,dispute,conflit; altercation,dispute,dispute,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
un blanc-bec,bec,champ lexical de l’oiseau,jeunesse inexpérience; naïveté,désigne un jeune homme inexpérimenté,jeunesse inexpérience; naïveté,jeunesse inexpérience; naïveté,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
voler de ses propres ailes,ailes,champ lexical de l’oiseau,autonomie,indépendance; maturité,autonomie,autonomie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bête comme une oie,oie,animal,stupidité,naïveté; crédulité,stupidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
une oie blanche,oie,animal,innocence,naïveté; pureté,innocence,innocence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une patte d’oie,oie,animal,ride,marque du temps; vieillissement,ride,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
un ours mal léché,ours,animal,mauvais caractère,grossièreté; sociabilité,mauvais caractère,mauvais caractère,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fier comme un paon,paon,animal,orgueil,prétention; vanité,orgueil,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
être bavard comme une pie,pie,animal,bavardage,parole excessive; indiscrétion,bavardage,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
bailler comme une carpe,carpe,animal,silence,inexpressivité; maladresse,silence,langage,"['autre', 'capacité', 'langage']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
boire la mer et ses poissons,poissons,animal,ambition irréaliste,excès; impossibilité,ambition irréaliste,désir,"['désir', 'problème', 'quantité_valeur']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
comme un poisson dans l’eau,poisson,animal,aisance,adaptation; confort,aisance,aisance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
comme un poisson hors de l’eau,poisson,animal,malaise,inadaptation; inconfort,malaise,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
être serrés comme des anchois,anchois,animal,promiscuité,foule; manque d’espace,promiscuité,promiscuité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être serrés comme des sardines,sardines,animal,promiscuité,foule; manque d’espace,promiscuité,promiscuité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire une queue de poisson,poisson,animal,conduite dangereuse,circulation; manœuvre,conduite dangereuse,conduite dangereuse,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
finir en queue de poisson,poisson,animal,fin décevante,interruption; inachèvement,fin décevante,fin décevante,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ignorant comme une carpe,carpe,animal,ignorance,incompréhension; naïveté,ignorance,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
il y a anguille sous roche,anguille,animal,suspicion,mystère; tromperie,suspicion,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
jeune chair et vieux poisson,poisson,animal,différence d’âge,couple; mariage,différence d’âge,différence d’âge,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
menu fretin,fretin,animal,insignifiance,foule; petites gens,insignifiance,insignifiance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
muet comme une carpe,carpe,animal,silence,discrétion; absence de parole,silence,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ni chair ni poisson,poisson,animal,ambiguïté,indétermination; incohérence,ambiguïté,ambiguïté,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
être laid comme un pou,pou,animal,laideur,moquerie; apparence,laideur,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
être sale comme un pou,pou,animal,saleté,négligence; hygiène,saleté,saleté,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
fier comme un pou,pou,animal,orgueil,prétention; vanité,orgueil,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
chercher des poux à quelqu’un,poux,animal,provocation,chicane; dispute,provocation,provocation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir la puce à l’oreille,puce,animal,suspicion,inquiétude; doute,suspicion,cognition,"['cognition', 'émotion']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
mettre la puce à l’oreille,puce,animal,suspicion,indice; inquiétude,suspicion,cognition,"['autre', 'cognition', 'émotion']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
secouer les puces à quelqu’un,puces,animal,réprimande,colère; correction,réprimande,langage,"['autre', 'langage', 'émotion']",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
crier comme un putois,putois,animal,cri excessif,bruit; agitation,cri excessif,cri excessif,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être fait comme un rat,rat,animal,situation sans issue,piège; condamnation,situation sans issue,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
être rat,rat,animal,avarice,économie excessive; pingrerie,avarice,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
face de rat,rat,animal,apparence physique,laideur; maigreur,apparence physique,apparence,['apparence'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
la montagne accouche d’une souris,souris,animal,déception,disproportion; résultat insignifiant,déception,déception,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un vieux renard,renard,animal,expérience,ruse; intelligence,expérience,expérience,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rusé comme un renard,renard,animal,ruse,intelligence; malice,ruse,ruse,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avaler des couleuvres,couleuvres,animal,humiliation,résignation; injustice,humiliation,humiliation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être paresseux comme une couleuvre,couleuvre,animal,paresse,inactivité; lenteur,paresse,comportement,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
réchauffer un serpent dans son sein,serpent,animal,ingratitude,trahison; naïveté,ingratitude,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
une langue de vipère,vipère,animal,médisance,méchanceté; parole blessante,médisance,langage,"['autre', 'langage', 'morale']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
faire le singe,singe,animal,imitation,bouffonnerie; ridicule,imitation,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
malin comme un singe,singe,animal,ruse,intelligence; débrouillardise,ruse,ruse,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
payer en monnaie de singe,singe,animal,paiement illusoire,tromperie; absence de valeur,paiement illusoire,paiement illusoire,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
méchant comme une teigne,teigne,animal,méchanceté,agressivité; mauvais caractère,méchanceté,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
à pas de tortue,tortue,animal,lenteur,progression; patience,lenteur,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
nu comme un ver,ver,animal,nudité,pauvreté; vulnérabilité,nudité,nudité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pas piqué des vers,vers,animal,extraordinaire,surprenant; remarquable,extraordinaire,autre,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pas piqué des hannetons,hannetons,animal,extraordinaire,surprenant; remarquable,extraordinaire,autre,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
courir comme un zèbre,zèbre,animal,vitesse,rapidité; agitation,vitesse,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
